name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"DAngelo Russell","Los Angeles Lakers",2017-01-08,2016,3136776,1610612747,400899988,3,7,16,1,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",-16,18,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-11-30,2016,2429,1610612747,400899719,2,3,46,1,"Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",12,21,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-28,2016,2528426,1610612747,400900505,1,5,19,1,"Driving Layup Shot","2PT Field Goal",2,"Washington Wizards",-2,21,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-01-25,2016,2528426,1610612747,400900110,4,0,41,1,"Driving Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",24,7,0,0.00,,0.00,0.00
"Tyler Ennis","Los Angeles Lakers",2017-03-26,2016,3059281,1610612747,400900491,4,7,42,1,"Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",13,3,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-11-15,2016,2528426,1610612747,400899607,2,9,15,1,"Driving Layup Shot","2PT Field Goal",1,"Brooklyn Nets",13,-2,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-11-13,2016,,1610612747,400899592,4,2,50,0,"Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-19,-11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-13,2016,2528426,1610612747,400900393,1,1,20,0,"Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",-14,11,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-01-08,2016,3913176,1610612747,400899988,1,3,02,1,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",-7,21,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-27,2016,3913176,1610612747,400899917,1,3,04,0,"Driving Layup Shot","2PT Field Goal",2,"Utah Jazz",-21,1,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-12-27,2016,6618,1610612747,400899917,1,2,30,1,"Driving Layup Shot","2PT Field Goal",0,"Utah Jazz",1,0,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-02,2016,,1610612747,400899726,1,2,28,0,"Driving Layup Shot","2PT Field Goal",2,"Toronto Raptors",20,16,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-01-14,2016,6618,1610612747,400900022,2,8,53,0,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",17,-1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-14,2016,3913176,1610612747,400899820,2,11,13,1,"Driving Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-24,-1,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-30,2016,3191,1610612747,400900518,2,0,32,1,"Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-11,2,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-01-14,2016,3913176,1610612747,400900022,2,11,48,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",10,7,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-24,2016,2528426,1610612747,400900475,3,3,45,0,"Driving Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",8,31,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-07,2016,3064514,1610612747,400900342,3,7,31,0,"Driving Layup Shot","2PT Field Goal",1,"Dallas Mavericks",-14,2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-12,2016,3064514,1610612747,400900385,1,4,03,0,"Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-2,11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-12-22,2016,2528426,1610612747,400899881,1,1,53,1,"Driving Layup Shot","2PT Field Goal",1,"Miami Heat",17,7,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-12-22,2016,2528426,1610612747,400899881,1,1,19,0,"Driving Layup Shot","2PT Field Goal",2,"Miami Heat",15,16,0,0.00,,0.00,0.00
"Tyler Ennis","Los Angeles Lakers",2017-03-07,2016,3059281,1610612747,400900342,4,7,10,1,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,-5,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-12-22,2016,6618,1610612747,400899881,2,8,08,1,"Driving Layup Shot","2PT Field Goal",1,"Miami Heat",-7,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-28,2016,2528426,1610612747,400900300,3,0,21,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",5,16,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-15,2016,3064514,1610612747,400899607,2,6,10,1,"Driving Layup Shot","2PT Field Goal",3,"Brooklyn Nets",0,37,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-01-20,2016,2528426,1610612747,400900070,2,6,10,1,"Driving Layup Shot","2PT Field Goal",2,"Indiana Pacers",9,23,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-01-01,2016,3064514,1610612747,400899387,1,11,05,0,"Driving Layup Shot","2PT Field Goal",2,"Toronto Raptors",-21,16,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-22,2016,,1610612747,400899881,3,0,02,0,"Driving Layup Shot","2PT Field Goal",2,"Miami Heat",14,26,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-02-15,2016,3136776,1610612747,400900250,4,2,09,0,"Driving Layup Shot","2PT Field Goal",0,"Phoenix Suns",1,2,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-30,2016,3191,1610612747,400900518,1,4,31,1,"Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-6,18,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-03,2016,2528426,1610612747,400900313,3,7,52,1,"Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",-5,1,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-20,2016,3136776,1610612747,400899861,3,11,22,1,"Driving Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-2,-1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-15,2016,3913176,1610612747,400899607,2,8,00,1,"Driving Layup Shot","2PT Field Goal",0,"Brooklyn Nets",5,8,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-24,2016,3191,1610612747,400900475,2,10,01,1,"Driving Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",-28,23,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-01-20,2016,3913176,1610612747,400900070,1,5,47,0,"Driving Layup Shot","2PT Field Goal",3,"Indiana Pacers",-8,36,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-01-01,2016,6618,1610612747,400899387,3,2,49,1,"Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",3,8,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-02-15,2016,3064514,1610612747,400900250,4,8,05,1,"Driving Layup Shot","2PT Field Goal",0,"Phoenix Suns",0,7,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-01-31,2016,3136776,1610612747,400900150,3,8,33,1,"Driving Layup Shot","2PT Field Goal",0,"Denver Nuggets",0,6,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-02-28,2016,3913176,1610612747,400900300,4,10,32,0,"Driving Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-2,23,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-23,2016,,1610612747,400899885,1,2,07,0,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",15,11,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-03-30,2016,6618,1610612747,400900518,3,2,09,1,"Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",9,11,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2017-01-01,2016,,1610612747,400899387,1,3,03,1,"Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",13,6,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2017-01-22,2016,,1610612747,400900083,2,2,34,1,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",20,-10,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-25,2016,3136776,1610612747,400899902,4,2,41,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-10,16,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-10-28,2016,3064514,1610612747,400899458,4,0,25,1,"Driving Layup Shot","2PT Field Goal",2,"Utah Jazz",-25,-5,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-25,2016,3913176,1610612747,400899688,3,5,01,1,"Driving Layup Shot","2PT Field Goal",2,"Golden State Warriors",-23,1,0,0.00,,0.00,0.00
"Tyler Ennis","Los Angeles Lakers",2017-03-30,2016,3059281,1610612747,400900518,2,9,23,1,"Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",17,13,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-11-25,2016,6618,1610612747,400899688,2,0,17,0,"Driving Layup Shot","2PT Field Goal",1,"Golden State Warriors",-7,13,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-28,2016,2528426,1610612747,400900300,4,9,07,1,"Driving Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-15,18,0,0.00,,0.00,0.00
"Tyler Ennis","Los Angeles Lakers",2017-03-03,2016,3059281,1610612747,400900313,2,10,53,1,"Driving Layup Shot","2PT Field Goal",2,"Boston Celtics",-29,3,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-03,2016,2528426,1610612747,400900313,3,1,01,1,"Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",-3,11,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-25,2016,3913176,1610612747,400899688,2,7,51,0,"Driving Layup Shot","2PT Field Goal",2,"Golden State Warriors",-13,16,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-11-25,2016,6618,1610612747,400899688,4,5,57,1,"Driving Layup Shot","2PT Field Goal",1,"Golden State Warriors",0,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-19,2016,2528426,1610612747,400900438,4,8,16,1,"Driving Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",0,21,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-28,2016,2528426,1610612747,400900300,1,1,15,1,"Driving Layup Shot","2PT Field Goal",3,"Charlotte Hornets",-28,11,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-07,2016,3913176,1610612747,400899768,4,8,54,1,"Driving Layup Shot","2PT Field Goal",1,"Houston Rockets",10,16,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-03-19,2016,3136776,1610612747,400900438,3,1,20,1,"Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-7,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-03,2016,2528426,1610612747,400900313,3,8,41,1,"Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",-7,6,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-11-25,2016,6618,1610612747,400899688,4,3,20,0,"Driving Layup Shot","2PT Field Goal",0,"Golden State Warriors",3,6,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-30,2016,3064514,1610612747,400900518,1,2,45,1,"Driving Layup Shot","2PT Field Goal",5,"Minnesota Timberwolves",-30,41,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-25,2016,3913176,1610612747,400899688,1,7,34,0,"Driving Layup Shot","2PT Field Goal",1,"Golden State Warriors",10,-2,0,0.00,,0.00,0.00
"Marcelo Huertas","Los Angeles Lakers",2017-02-15,2016,2968363,1610612747,400900250,4,9,58,0,"Driving Layup Shot","2PT Field Goal",1,"Phoenix Suns",-14,-1,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-25,2016,,1610612747,400899902,4,3,40,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",18,3,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-02-28,2016,3064514,1610612747,400900300,2,7,08,0,"Driving Layup Shot","2PT Field Goal",2,"Charlotte Hornets",18,21,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-03-21,2016,6618,1610612747,400900453,3,8,51,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",1,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-12-16,2016,2528426,1610612747,400899838,4,7,29,1,"Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",9,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-03,2016,2528426,1610612747,400900313,4,7,56,0,"Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",5,8,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-07,2016,3064514,1610612747,400899768,2,5,15,1,"Driving Layup Shot","2PT Field Goal",1,"Houston Rockets",10,13,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-10-28,2016,2528426,1610612747,400899458,1,2,06,0,"Driving Layup Shot","2PT Field Goal",1,"Utah Jazz",19,3,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-19,2016,2528426,1610612747,400900438,4,0,51,1,"Driving Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-2,8,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-28,2016,,1610612747,400900505,2,7,10,1,"Driving Layup Shot","2PT Field Goal",3,"Washington Wizards",16,26,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-03,2016,2528426,1610612747,400900313,3,2,27,1,"Driving Layup Shot","2PT Field Goal",2,"Boston Celtics",-28,-5,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-11-18,2016,,1610612747,400899632,2,9,34,1,"Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-14,2016,3064514,1610612747,400899820,3,10,54,0,"Driving Layup Shot","2PT Field Goal",3,"Brooklyn Nets",9,31,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-30,2016,2528426,1610612747,400900518,3,0,55,1,"Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",20,8,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-11-18,2016,,1610612747,400899632,3,2,44,1,"Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",0,6,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-11-10,2016,,1610612747,0,4,8,40,1,"Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",30,7,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-02-28,2016,3136776,1610612747,400900300,4,1,45,0,"Driving Layup Shot","2PT Field Goal",2,"Charlotte Hornets",8,21,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-30,2016,,1610612747,400900518,2,6,14,0,"Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",14,3,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-01-03,2016,3913176,1610612747,400899453,4,10,18,1,"Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",1,16,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-23,2016,3913176,1610612747,400899885,2,11,25,1,"Driving Layup Shot","2PT Field Goal",3,"Orlando Magic",6,31,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-03-03,2016,3136776,1610612747,400900313,3,9,59,1,"Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",-2,6,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-18,2016,3913176,1610612747,400899632,3,0,35,0,"Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",14,1,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2016-11-18,2016,3243,1610612747,400899632,2,2,58,1,"Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",1,3,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-03,2016,3191,1610612747,400900313,2,0,50,0,"Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",-18,6,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-24,2016,,1610612747,400900475,4,10,20,1,"Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-8,26,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-20,2016,3064514,1610612747,400899861,3,1,47,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-2,11,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-03,2016,3064514,1610612747,400900313,2,0,01,0,"Driving Layup Shot","2PT Field Goal",0,"Boston Celtics",-3,6,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-30,2016,2528426,1610612747,400900518,2,7,41,1,"Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",15,-5,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-03-28,2016,3136776,1610612747,400900505,2,11,39,1,"Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",0,18,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-28,2016,3191,1610612747,400900505,3,10,23,1,"Driving Layup Shot","2PT Field Goal",2,"Washington Wizards",21,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-11-18,2016,2528426,1610612747,400899632,4,10,43,1,"Driving Layup Shot","2PT Field Goal",2,"San Antonio Spurs",0,28,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-03-30,2016,3136776,1610612747,400900518,1,8,20,0,"Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-17,13,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-13,2016,2528426,1610612747,400900393,3,0,00,1,"Driving Layup Shot","2PT Field Goal",0,"Denver Nuggets",2,2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-18,2016,3064514,1610612747,400899632,2,5,15,1,"Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-8,13,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-02-15,2016,3913176,1610612747,400900250,2,3,23,1,"Driving Layup Shot","2PT Field Goal",1,"Phoenix Suns",-17,7,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-12-20,2016,2429,1610612747,400899861,1,7,18,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",10,8,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2017-02-10,2016,,1610612747,400900207,4,7,31,0,"Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,9,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-16,2016,,1610612747,400899838,2,10,13,1,"Driving Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-24,2,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-16,2016,,1610612747,400899838,1,0,38,1,"Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",12,2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-28,2016,3064514,1610612747,400900505,1,3,26,0,"Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-5,18,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-23,2016,3136776,1610612747,400899885,1,8,49,0,"Driving Layup Shot","2PT Field Goal",3,"Orlando Magic",28,13,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-03-21,2016,3913176,1610612747,400900453,1,4,21,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",13,3,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-23,2016,3136776,1610612747,400899885,3,5,03,1,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",-24,2,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-03-12,2016,3913176,1610612747,400900385,1,7,07,1,"Driving Layup Shot","2PT Field Goal",3,"Philadelphia 76ers",-34,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-12,2016,2528426,1610612747,400900385,2,5,18,1,"Driving Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",21,11,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-02-03,2016,2580365,1610612747,400900156,3,6,57,0,"Driving Layup Shot","2PT Field Goal",2,"Boston Celtics",20,11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-05,2016,2528426,1610612747,400900328,3,1,19,1,"Driving Layup Shot","2PT Field Goal",3,"New Orleans Pelicans",-31,6,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2016-12-23,2016,3243,1610612747,400899885,1,5,22,0,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",24,3,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-05,2016,3191,1610612747,400900328,2,5,49,0,"Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",8,18,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-12-23,2016,2429,1610612747,400899885,3,9,20,1,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",15,3,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-12-20,2016,2429,1610612747,400899861,2,6,40,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,-1,0,0.00,,0.00,0.00
"Tyler Ennis","Los Angeles Lakers",2017-03-26,2016,3059281,1610612747,400900491,3,0,25,0,"Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",11,11,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-02-15,2016,3136776,1610612747,400900250,3,10,35,0,"Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",-20,-1,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2017-01-03,2016,,1610612747,400899453,4,1,10,1,"Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",5,21,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2016-11-10,2016,3243,1610612747,0,4,4,06,1,"Driving Layup Shot","2PT Field Goal",1,"Sacramento Kings",10,2,0,0.00,,0.00,0.00
"Corey Brewer","Los Angeles Lakers",2017-03-05,2016,3191,1610612747,400900328,2,8,17,1,"Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",0,13,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2017-03-05,2016,3243,1610612747,400900328,4,4,23,1,"Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-2,18,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-20,2016,3136776,1610612747,400899861,1,11,31,1,"Driving Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-4,3,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-29,2016,3913176,1610612747,400899933,4,6,56,1,"Driving Layup Shot","2PT Field Goal",0,"Dallas Mavericks",0,8,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-15,2016,2528426,1610612747,400900250,3,1,32,1,"Driving Layup Shot","2PT Field Goal",1,"Phoenix Suns",17,0,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-12-29,2016,2528426,1610612747,400899933,2,9,08,1,"Driving Layup Shot","2PT Field Goal",1,"Dallas Mavericks",-13,11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-01-15,2016,2528426,1610612747,400900033,4,3,14,0,"Driving Layup Shot","2PT Field Goal",2,"Detroit Pistons",24,13,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-11-02,2016,3136776,1610612747,400899509,4,0,53,0,"Driving Layup Shot","2PT Field Goal",1,"Atlanta Hawks",12,11,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2017-03-17,2016,3136776,1610612747,400900422,3,4,02,1,"Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",16,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-29,2016,3064514,1610612747,400899933,2,4,10,1,"Driving Layup Shot","2PT Field Goal",1,"Dallas Mavericks",8,11,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-12,2016,,1610612747,400899809,3,2,39,0,"Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",27,11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-24,2016,2528426,1610612747,400900267,3,0,32,1,"Driving Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-14,-5,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-12-29,2016,3136776,1610612747,400899933,2,0,30,1,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-15,18,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-12,2016,,1610612747,400899809,2,8,12,0,"Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",-20,11,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-29,2016,3064514,1610612747,400899933,3,11,00,1,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",16,13,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-12-12,2016,6618,1610612747,400899809,2,6,19,0,"Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",-2,21,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-14,2016,,1610612747,400899820,4,10,29,1,"Driving Layup Shot","2PT Field Goal",1,"Brooklyn Nets",19,-5,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-03-05,2016,3913176,1610612747,400900328,2,3,21,1,"Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",-2,1,0,0.00,,0.00,0.00
